0.0125  0
0.0375  0
0.0625  0
0.0875  0
0.1125  0
0.1375  0
0.1625  0
0.1875  0
0.2125  0
0.2375  0
0.2625  0
0.2875  0
0.3125  0
0.3375  0
0.3625  0
0.3875  0
0.4125  0
0.4375  0
0.4625  0
0.4875  0
0.5125  0
0.5375  0
0.5625  0
0.5875  0
0.6125  0
0.6375  0
0.6625  0
0.6875  0
0.7125  0
0.7375  0
0.7625  0
0.7875  0
0.8125  0
0.8375  0
0.8625  0
0.8875  0.000404096
0.9125  0.00826634
0.9375  0.0747828
0.9625  0.308661
0.9875  0.77243
1.0125  1.38049
1.0375  1.91977
1.0625  2.33567
1.0875  2.58717
1.1125  2.59851
1.1375  2.49721
1.1625  2.36405
1.1875  2.16975
1.2125  2.02152
1.2375  1.87214
1.2625  1.73812
1.2875  1.58064
1.3125  1.45506
1.3375  1.35392
1.3625  1.26928
1.3875  1.17409
1.4125  1.13672
1.4375  1.07242
1.4625  1.05062
1.4875  1.01213
1.5125  1.00017
1.5375  0.989821
1.5625  0.961677
1.5875  0.967307
1.6125  0.953491
1.6375  0.945641
1.6625  0.928859
1.6875  0.914354
1.7125  0.918054
1.7375  0.930442
1.7625  0.934026
1.7875  0.95427
1.8125  0.962172
1.8375  0.99542
1.8625  1.01617
1.8875  1.03798
1.9125  1.0729
1.9375  1.08242
1.9625  1.09397
1.9875  1.10892
2.0125  1.14473
2.0375  1.17106
2.0625  1.19567
2.0875  1.21625
2.1125  1.21266
2.1375  1.22108
2.1625  1.22791
2.1875  1.22586
2.2125  1.21536
2.2375  1.19328
2.2625  1.18425
2.2875  1.17386
2.3125  1.15795
2.3375  1.14889
2.3625  1.12231
2.3875  1.11799
2.4125  1.10031
2.4375  1.08749
2.4625  1.0897
2.4875  1.07324
2.5125  1.06498
2.5375  1.05494
2.5625  1.03982
2.5875  1.03136
2.6125  1.03596
2.6375  1.03335
2.6625  1.03498
2.6875  1.04278
2.7125  1.04327
2.7375  1.04173
2.7625  1.0415
2.7875  1.0424
2.8125  1.04206
2.8375  1.04297
2.8625  1.03855
2.8875  1.04316
2.9125  1.05345
2.9375  1.05715
2.9625  1.05271
2.9875  1.04605
3.0125  1.05993
3.0375  1.05886
3.0625  1.0691
3.0875  1.06915
3.1125  1.0659
3.1375  1.05399
3.1625  1.06143
3.1875  1.06507
3.2125  1.07522
3.2375  1.06935
3.2625  1.06735
3.2875  1.05968
3.3125  1.06016
3.3375  1.06198
3.3625  1.0516
3.3875  1.05196
3.4125  1.04506
3.4375  1.04743
3.4625  1.03771
3.4875  1.03778
3.5125  1.03479
3.5375  1.02707
3.5625  1.01506
3.5875  1.02208
3.6125  1.01828
3.6375  1.02066
3.6625  1.02369
3.6875  1.02452
3.7125  1.02587
3.7375  1.02514
3.7625  1.02041
3.7875  1.01013
3.8125  1.01145
3.8375  1.00939
3.8625  1.00605
3.8875  1.0152
3.9125  1.01535
3.9375  1.01768
3.9625  1.01937
3.9875  1.01998
4.0125  1.02344
4.0375  1.02162
4.0625  1.02343
4.0875  1.01582
4.1125  1.01854
4.1375  1.00978
4.1625  1.0149
4.1875  1.01791
4.2125  1.01315
4.2375  1.01294
4.2625  1.01127
4.2875  1.01159
4.3125  1.0075
4.3375  1.00656
4.3625  1.00343
4.3875  1.00754
4.4125  1.00247
4.4375  1.00443
4.4625  1.00628
4.4875  1.00451
4.5125  1.00518
4.5375  1.00191
4.5625  1.00066
4.5875  0.992283
4.6125  0.992302
4.6375  0.991835
4.6625  0.98914
4.6875  0.996952
4.7125  0.992861
4.7375  0.994233
4.7625  0.991839
4.7875  0.992822
4.8125  0.990191
4.8375  0.990486
4.8625  0.989084
4.8875  0.989797
4.9125  0.997045
4.9375  0.987687
4.9625  0.987552
4.9875  0.988352
